group,label,regime,demand,required,d1,d2,gamma,dE,value,premium,travel,preference,cost_on,cost_off,capacity,cap_on,cap_off,penalty,followup_fee,copay,revenue_E,elasticity,recurrent,servers,nu,mu_on,mu_off,decision,p_on,p_off,flow_on,flow_off,required_actual,region,gross,objective,access,wait_on,wait_off,wait_E,wait_initial_on,wait_initial_off,exposure,utility_on,utility_off,residual,referral_forward,referral_reverse,regional_support,regional_target_v,regional_target_f,regional_nfev,solver,search_best,search_spread,regional_candidates
referral,L572_s30_d0.5,online,572.0,30.0,0.35,0.5,-1.0,-1.0,50.0,30.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,47.896989102478074,1.0,1.0,1.0,0.0,False,0,54.0,326.4906306224461,645.5093693775539,326.4906306224461,29.026916890204895,40.0,0.0,567.2103010897522,30.0,BF,32555.998931443326,32508.101942340847,0.9916264005065598,0.03586095692877678,0.020704333136226525,0.03863481160061491,0.049383140988992,0.03863481160061491,0.03863481160061491,-0.5433440662278954,0.0,0.0,0.0,298.6051505448761,BF,,,,regional-validated,32508.101942340847,0.0,
referral,L572_s30_d0.65,dual,572.0,30.0,0.35,0.65,-1.0,-1.0,50.0,30.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,614.505499592579,1.0,1.0,1.0,0.0,False,0,54.0,383.1514816452623,588.8485183547377,383.1514816452623,28.97736033821679,35.396672035000336,0.0,510.5494500407421,30.0,BF,29315.054128188025,28700.548628595447,0.892568968602696,0.03145213983735019,0.020704333124998003,0.041148224019275634,0.04585401824409666,0.041148224019275634,0.04114822401927563,-1.4210854715202004e-14,-8.881784197001252e-15,8.881784197001252e-15,0.0,351.3571425264824,BF,,,,regional-validated,28700.548628595447,0.0,
referral,L572_s30_d0.65,fixed,572.0,30.0,0.35,0.65,-1.0,-1.0,50.0,30.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,5720.0,1.0,1.0,1.0,0.0,False,0,54.0,480.75000000000006,491.24999999999994,480.75000000000006,60.0,40.0,0.0,0.0,30.0,B,2370.0,-3350.0,0.0,0.0021680216802168017,0.0021680216802168026,0.0035772357723577236,0.003420054200542005,0.0035772357723577236,0.0035772357723577236,-34.57553929539296,-19.522059620596206,0.0,0.0,19.5,B,,,,regional-validated,-3350.0,0.0,
referral,L572_s30_d0.65,online,572.0,30.0,0.35,0.65,-1.0,-1.0,50.0,30.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,347.03590247459374,1.0,1.0,1.0,0.0,False,0,54.0,724.3248840866737,247.6751159133263,724.3248840866737,28.089316046025054,39.999999999999986,537.2964097525406,0.0,30.0,BV,27795.675734411663,27448.63983193707,0.9393293876792669,0.022078203102987918,0.033759408008596635,0.04811024002553878,0.03891678711192649,0.04811024002553878,0.039402959036632795,-9.769962616701378e-15,-5.536929161258024,9.769962616701378e-15,188.0537434133892,141.73493321870296,BV,,,,regional-validated,27448.63983193707,0.0,
referral,L572_s30_d0.8,dual,572.0,30.0,0.35,0.8,-1.0,-1.0,50.0,30.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,553.8250998062642,1.0,1.0,1.0,0.0,False,0,54.0,731.546844130396,240.45315586960396,731.546844130396,15.951634589665852,80.0,516.6174900193736,0.0,30.0,BV,27796.472532671265,27242.647432865,0.9031774301037999,0.021609260234420318,0.03374156765342227,0.05102897584095852,0.039469401778755804,0.05102897584095852,0.04010382571907611,-1.7763568394002505e-14,-40.366080754511685,1.7763568394002505e-14,180.81612150678075,168.65289720542458,BV,,,,regional-validated,27242.647432865,0.0,
referral,L572_s30_d0.8,fixed,572.0,30.0,0.35,0.8,-1.0,-1.0,50.0,30.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,5720.0,1.0,1.0,1.0,0.0,False,0,54.0,483.0,489.0,483.0,60.0,40.0,0.0,0.0,30.0,B,2640.0,-3080.0,0.0,0.002178649237472767,0.002178649237472767,0.00392156862745098,0.0035511982570806105,0.00392156862745098,0.003921568627450981,-37.74043572984749,-28.561220043572984,0.0,0.0,24.0,B,,,,regional-validated,-3080.0,0.0,
referral,L572_s30_d0.8,online,572.0,30.0,0.35,0.8,-1.0,-1.0,50.0,30.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,553.8250998033186,1.0,1.0,1.0,0.0,False,0,54.0,731.546844130776,240.45315586922402,731.546844130776,26.88913458964073,40.00000000000001,516.6174900196681,0.0,30.0,BV,26858.97253266831,26305.147432864993,0.903177430104315,0.021609260234418937,0.03374156765397219,0.05102897584150734,0.039469401778946506,0.05102897584150734,0.04010382571928611,4.440892098500626e-15,-9.116080754583859,4.440892098500626e-15,180.81612150688383,168.65289720550706,BV,,,,regional-validated,26305.147432864993,0.0,
referral,L878_s15_d0,dual,878.0,30.0,0.35,0.0,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,0.0,1.0,1.0,1.0,0.0,False,0,54.0,0.001,971.999,0.001,-0.0,42.374958983734125,0.0,878.0,30.0,F,38476.46275723058,38476.46275723058,1.0,1000.0,0.015625244144439752,0.015625244144439752,1000.0054688354505,0.015625244144439752,0.015625244144439752,-111967.5,-3.1086244689504383e-15,3.1086244689504383e-15,0.0,0.0,F,,,,regional-validated,38476.46275723058,0.0,
referral,L878_s15_d0,fixed,878.0,30.0,0.35,0.0,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,0.0,1.0,1.0,1.0,0.0,False,0,54.0,17.445407407407433,954.5545925925926,17.445407407407433,60.0,40.0,0.0,878.0,30.0,F,36320.0,36320.0,1.0,0.05732167651042609,0.021480157903027427,0.021480157903027427,0.06483973177648569,0.021480157903027427,0.021480157903027427,-33.433061053865735,1.3913334722913921,0.0,0.0,0.0,F,,,,regional-validated,36320.0,0.0,
referral,L878_s15_d0,online,878.0,30.0,0.35,0.0,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,0.0,1.0,1.0,1.0,0.0,False,0,54.0,44.36088291193295,927.639117088067,44.36088291193295,27.605451807129715,40.0,21.47828074988572,856.5217192501143,30.0,VF,36354.48234464395,36354.48234464395,1.0,0.043701323517243436,0.029761905137921024,0.029761905137921024,0.05411799031551579,0.029761905137921024,0.03033803601392599,-6.317073175665655e-08,-6.317073175665655e-08,6.317073175665655e-08,7.517398262460001,0.0,VF,,,,regional-validated,36354.48234464395,0.0,
referral,L878_s15_d0.1,dual,878.0,30.0,0.35,0.1,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,866.887463318335,1.0,1.0,1.0,0.0,False,0,54.0,96.20004703025167,875.7999529697483,96.20004703025167,60.0,35.12071096967096,0.0,791.3112536681665,30.0,BF,33772.90267822678,32906.015214908446,0.9012656647701213,0.07107865292895833,0.0183524292709804,0.025460294563876235,0.07998975602631501,0.025460294563876235,0.025460294563876235,-35.46080912804333,0.0,0.0,0.0,82.13112536681666,BF,,,,regional-validated,32906.015214908446,0.0,
referral,L878_s15_d0.1,fixed,878.0,30.0,0.35,0.1,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,8780.0,1.0,1.0,1.0,0.0,False,0,54.0,472.50000000000006,499.49999999999994,472.50000000000006,60.0,40.0,0.0,0.0,30.0,B,1380.0,-7400.0,0.0,0.0021299254526091584,0.002129925452609159,0.0023429179978700747,0.0029499467518636843,0.0023429179978700747,0.002342917997870075,-28.222140575079866,-1.3816826411075613,0.0,0.0,3.0,B,,,,regional-validated,-7400.0,0.0,
referral,L878_s15_d0.1,online,878.0,30.0,0.35,0.1,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,1239.7617450709856,1.0,1.0,1.0,0.0,False,0,54.0,91.97617450709913,880.0238254929009,91.97617450709913,24.248805319241114,40.0,0.0,754.0238254929014,30.0,BF,33262.11713071846,32022.35538564748,0.8587970677595689,0.07367138107820356,0.010416666666666729,0.017783804774487086,0.07989571274927403,0.017783804774487086,0.017783804774487086,8.526512829121202e-14,-4.440892098500626e-16,8.570921750106208e-14,0.0,78.40238254929015,BF,,,,regional-validated,32022.35538564748,0.0,
referral,L878_s15_d0.2,dual,878.0,30.0,0.35,0.2,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,1599.8763083284223,1.0,1.0,1.0,0.0,False,0,54.0,169.49893308901454,802.5010669109854,169.49893308901454,60.0,28.7909633385107,0.0,718.0123691671578,30.0,BF,30512.145127450065,28912.268819121644,0.8177817416482435,0.050260198920539,0.0183524297956502,0.028404469579758,0.0602017632734543,0.028404469579758,0.028404469579758,-33.12914227910038,-7.105427357601002e-15,7.105427357601002e-15,0.0,149.60247383343156,BF,,,,regional-validated,28912.268819121644,0.0,
referral,L878_s15_d0.2,fixed,878.0,30.0,0.35,0.2,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,8780.0,1.0,1.0,1.0,0.0,False,0,54.0,474.00000000000006,497.99999999999994,474.00000000000006,60.0,40.0,0.0,0.0,30.0,B,1560.0,-7220.0,0.0,0.0021367521367521365,0.002136752136752137,0.0025641025641025645,0.003034188034188034,0.0025641025641025645,0.002564102564102564,-30.331709401709404,-7.406837606837607,0.0,0.0,6.0,B,,,,regional-validated,-7220.0,0.0,
referral,L878_s15_d0.2,online,878.0,30.0,0.35,0.2,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,2716.1787882081635,1.0,1.0,1.0,0.0,False,0,54.0,698.8975783224039,273.1024216775961,698.8975783224039,27.687632455081836,40.00000000000001,606.3821211791836,0.0,30.0,BV,27820.010760679146,25103.831972470984,0.6906402291334666,0.022691838049983613,0.032395295937965925,0.036933663547962646,0.03561862029177054,0.036933663547962646,0.03568061338738527,-2.6645352591003757e-15,-6.488233380914281,2.6645352591003757e-15,212.23374241271426,48.44674848254285,BV,,,,regional-validated,25103.831972470984,0.0,
referral,L878_s15_d0.35,dual,878.0,30.0,0.35,0.35,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,2970.549037661799,1.0,1.0,1.0,0.0,False,0,54.0,707.7790948169325,264.22090518306754,707.7790948169325,13.86468257505283,80.0,580.9450962338201,0.0,30.0,BV,27853.352085120343,24882.803047458543,0.661668674525991,0.022139457895900612,0.032372808891676416,0.04012161915524163,0.03618202460023519,0.04012161915524163,0.03637547543137985,-1.7763568394002505e-15,-46.159137544589434,1.7763568394002505e-15,203.33078368183703,81.66577428864295,BV,,,,regional-validated,24882.803047458543,0.0,
referral,L878_s15_d0.35,fixed,878.0,30.0,0.35,0.35,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,8780.0,1.0,1.0,1.0,0.0,False,0,54.0,476.25,495.75,476.25,60.0,40.0,0.0,0.0,30.0,B,1830.0,-6950.0,0.0,0.0021470746108427268,0.0021470746108427268,0.002898550724637681,0.0031615673644659155,0.002898550724637681,0.002898550724637681,-33.496178207192706,-16.444873859366613,0.0,0.0,10.5,B,,,,regional-validated,-6950.0,0.0,
referral,L878_s15_d0.35,online,878.0,30.0,0.35,0.35,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,2970.5490376608464,1.0,1.0,1.0,0.0,False,0,54.0,707.7791053150186,264.22089468498143,707.7791053150186,26.336842931392567,39.99999999999999,580.9450962339154,0.0,30.0,BV,26784.30976886104,23813.760731200193,0.6616686745260995,0.02213945275025859,0.03237281989369628,0.040121628356286784,0.036182022674958965,0.040121628356286784,0.03637547405245326,-7.105427357601002e-15,-10.5243953159385,7.105427357601002e-15,203.33078368187037,81.66577428865462,BV,,,,regional-validated,23813.760731200193,0.0,
referral,L878_s15_d0.5,dual,878.0,30.0,0.35,0.5,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,3207.2212205110304,1.0,1.0,1.0,0.0,False,0,54.0,716.0431181729119,255.95688182708807,716.0431181729119,13.19298581126263,80.0,557.277877948897,0.0,30.0,BV,26840.46235537271,23633.24113486168,0.6347128450443018,0.02162554387201643,0.03235238262260284,0.04316515455861106,0.0367333479675303,0.04316515455861106,0.03706190486534216,-1.7763568394002505e-15,-48.242723643061524,1.7763568394002505e-15,195.04725728211392,112.52362864105696,BV,,,,regional-validated,23633.24113486168,0.0,
